model,variant,presentation,r,lag,env,budget,nmse,seconds,evalset
Chronos-2 L,Chronos-2 L level r=4,level,4,-1,CartPole-v1,4,0.8794773274200076,1.5864083766937256,96w@8192
Chronos-2 L,Chronos-2 L level r=6,level,6,-1,CartPole-v1,4,1.0075344850657988,1.8839945793151855,96w@8192
Chronos-2 L,Chronos-2 L level r=8,level,8,-1,CartPole-v1,4,0.9142486923385871,1.8838114738464355,96w@8192
Chronos-2 L,Chronos-2 L level r=12,level,12,-1,CartPole-v1,4,0.9899070330528259,2.4059488773345947,96w@8192
Chronos-2 L,Chronos-2 L level r=16,level,16,-1,CartPole-v1,4,0.9556253522548719,2.6126675605773926,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=1,diff,1,-1,CartPole-v1,4,0.7386237577161808,1.5826406478881836,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=2,diff,2,-1,CartPole-v1,4,0.5503139388703783,1.5823163986206055,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=4,diff,4,-1,CartPole-v1,4,0.47928068853885675,1.5834317207336426,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=6,diff,6,-1,CartPole-v1,4,0.4651198093994649,1.8788986206054688,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=8,diff,8,-1,CartPole-v1,4,0.4956716906647153,1.8783769607543945,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=12,diff,12,-1,CartPole-v1,4,0.4446665950506724,2.4022483825683594,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=16,diff,16,-1,CartPole-v1,4,0.5918917299511476,2.400075674057007,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn level r=1,level,1,-1,CartPole-v1,4,1.0139328992352963,1.5841360092163086,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn level r=2,level,2,-1,CartPole-v1,4,0.7898935940877054,1.5840322971343994,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn level r=4,level,4,-1,CartPole-v1,4,0.6695146989113712,1.5838780403137207,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn level r=6,level,6,-1,CartPole-v1,4,0.7916795127649006,1.9582703113555908,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn level r=8,level,8,-1,CartPole-v1,4,0.7177360047974377,1.9630401134490967,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn level r=12,level,12,-1,CartPole-v1,4,0.7846767426535685,2.400582790374756,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn level r=16,level,16,-1,CartPole-v1,4,0.8929584298603279,2.611217498779297,96w@8192
Chronos-2 S (level),Chronos-2 S (level) level r=1,level,1,-1,CartPole-v1,4,0.7574201710339429,0.5238265991210938,96w@8192
Moirai,Moirai diff r=1,diff,1,-1,CartPole-v1,4,1.5737058890931586,3.533318042755127,96w@8192
Moirai,Moirai diff r=2,diff,2,-1,CartPole-v1,4,1.5962067148589585,3.5178794860839844,96w@8192
Moirai,Moirai diff r=4,diff,4,-1,CartPole-v1,4,1.6605364235162217,3.532980442047119,96w@8192
Moirai,Moirai diff r=6,diff,6,-1,CartPole-v1,4,1.9002768418627616,3.48432993888855,96w@8192
Moirai,Moirai diff r=8,diff,8,-1,CartPole-v1,4,1.948755203212174,3.267066240310669,96w@8192
Moirai,Moirai diff r=12,diff,12,-1,CartPole-v1,4,2.14244324916727,3.8529436588287354,96w@8192
Moirai,Moirai diff r=16,diff,16,-1,CartPole-v1,4,1.8359778709421917,4.1722331047058105,96w@8192
Moirai,Moirai level r=1,level,1,-1,CartPole-v1,4,1.3610370151917994,3.5364747047424316,96w@8192
Moirai,Moirai level r=2,level,2,-1,CartPole-v1,4,1.253652773079987,3.21732234954834,96w@8192
Moirai,Moirai level r=4,level,4,-1,CartPole-v1,4,1.1272994507058431,3.2614238262176514,96w@8192
Moirai,Moirai level r=6,level,6,-1,CartPole-v1,4,1.2460632670697165,3.2587807178497314,96w@8192
Moirai,Moirai level r=8,level,8,-1,CartPole-v1,4,1.4756058589344228,3.6454501152038574,96w@8192
Moirai,Moirai level r=12,level,12,-1,CartPole-v1,4,1.3029220374949526,4.0241522789001465,96w@8192
Moirai,Moirai level r=16,level,16,-1,CartPole-v1,4,1.2185292413658613,4.582151889801025,96w@8192
MLP,MLP lag 1,-,0,1,CartPole-v1,4,16.868118066401994,0.21260643005371094,96w@8192
MLP,MLP lag 4,-,0,4,CartPole-v1,4,,0.002887725830078125,96w@8192
MLP,MLP lag 16,-,0,16,CartPole-v1,4,,0.0027382373809814453,96w@8192
VARX,VARX lag 1,-,0,1,CartPole-v1,4,148.4436642069902,0.004698514938354492,96w@8192
VARX,VARX lag 4,-,0,4,CartPole-v1,4,,0.0008168220520019531,96w@8192
VARX,VARX lag 16,-,0,16,CartPole-v1,4,,0.0007748603820800781,96w@8192
Chronos-2 S,Chronos-2 S diff r=1,diff,1,-1,CartPole-v1,8,0.5283056329815736,0.4895186424255371,96w@8192
Chronos-2 S,Chronos-2 S diff r=2,diff,2,-1,CartPole-v1,8,0.4341515601417321,0.4889545440673828,96w@8192
Chronos-2 S,Chronos-2 S diff r=4,diff,4,-1,CartPole-v1,8,0.37412509137867944,0.5469086170196533,96w@8192
Chronos-2 S,Chronos-2 S diff r=6,diff,6,-1,CartPole-v1,8,0.3324112446365572,0.6545476913452148,96w@8192
Chronos-2 S,Chronos-2 S diff r=8,diff,8,-1,CartPole-v1,8,0.36105808681862767,0.6996109485626221,96w@8192
Chronos-2 S,Chronos-2 S diff r=12,diff,12,-1,CartPole-v1,8,0.4343405459651431,0.847491979598999,96w@8192
Chronos-2 S,Chronos-2 S diff r=16,diff,16,-1,CartPole-v1,8,1.153305680124574,0.9258372783660889,96w@8192
Chronos-2 S,Chronos-2 S level r=1,level,1,-1,CartPole-v1,8,0.7005173233607718,0.48600220680236816,96w@8192
Chronos-2 S,Chronos-2 S level r=2,level,2,-1,CartPole-v1,8,0.8518227159306895,0.47037291526794434,96w@8192
