env,condition,model,r,action,response,slope_pct,evalset
Pendulum-v1,+ differencing,Chronos-2 S (level),1,1.0,0.008134343661367893,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,+ differencing,Chronos-2 S (level),1,2.0,0.015472207218408585,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,+ differencing,Moirai,1,-2.0,0.010402742773294449,-3.7603504363941123,96of96w@64/50x200
Pendulum-v1,+ differencing,Moirai,1,-1.0,0.010255972854793072,-3.7603504363941123,96of96w@64/50x200
Pendulum-v1,+ differencing,Moirai,1,0.0,0.004614429548382759,-3.7603504363941123,96of96w@64/50x200
Pendulum-v1,+ differencing,Moirai,1,1.0,-0.02520546317100525,-3.7603504363941123,96of96w@64/50x200
Pendulum-v1,+ differencing,Moirai,1,2.0,-6.772857159376144e-05,-3.7603504363941123,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 S,8,-2.0,-0.06636592745780945,22.840524473556957,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 S,8,-1.0,-0.03516870364546776,22.840524473556957,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 S,8,0.0,-0.001397096668370068,22.840524473556957,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 S,8,1.0,0.031173652037978172,22.840524473556957,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 S,8,2.0,0.07175809144973755,22.840524473556957,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 L,8,-2.0,-0.058156147599220276,20.17444849626143,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 L,8,-1.0,-0.03176828846335411,20.17444849626143,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 L,8,0.0,-0.0016897069290280342,20.17444849626143,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 L,8,1.0,0.028707826510071754,20.17444849626143,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 L,8,2.0,0.06290645152330399,20.17444849626143,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 L-syn,8,-2.0,-0.08927065134048462,29.147775244694323,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 L-syn,8,-1.0,-0.04234176501631737,29.147775244694323,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 L-syn,8,0.0,0.001685852068476379,29.147775244694323,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 L-syn,8,1.0,0.04354226216673851,29.147775244694323,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 L-syn,8,2.0,0.08638449758291245,29.147775244694323,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 S (level),8,-2.0,-0.016246521845459938,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 S (level),8,-1.0,-0.007196519523859024,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 S (level),8,0.0,-0.00016336927365045995,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 S (level),8,1.0,0.008134343661367893,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,+ stretching,Chronos-2 S (level),8,2.0,0.015472207218408585,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,+ stretching,Moirai,8,-2.0,0.024477139115333557,0.33318966494185753,96of96w@64/50x200
Pendulum-v1,+ stretching,Moirai,8,-1.0,-0.044128429144620895,0.33318966494185753,96of96w@64/50x200
Pendulum-v1,+ stretching,Moirai,8,0.0,0.021689901128411293,0.33318966494185753,96of96w@64/50x200
Pendulum-v1,+ stretching,Moirai,8,1.0,-0.013900350779294968,0.33318966494185753,96of96w@64/50x200
Pendulum-v1,+ stretching,Moirai,8,2.0,0.011861898005008698,0.33318966494185753,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 S,8,-2.0,-0.1922081559896469,63.10170502223954,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 S,8,-1.0,-0.09267741441726685,63.10170502223954,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 S,8,0.0,0.00525267980992794,63.10170502223954,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 S,8,1.0,0.08988235145807266,63.10170502223954,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 S,8,2.0,0.18975059688091278,63.10170502223954,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 L,8,-2.0,-0.3090817630290985,99.32248361196295,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 L,8,-1.0,-0.13445347547531128,99.32248361196295,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 L,8,0.0,0.004705901723355055,99.32248361196295,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 L,8,1.0,0.1405145227909088,99.32248361196295,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 L,8,2.0,0.2983149588108063,99.32248361196295,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 L-syn,8,-2.0,-0.2925894856452942,94.68023090934638,96of96w@64/50x200
