arm,seed,timestep,episode_return
baseline,2,52731,-585.7073
baseline,2,53282,-654.00586
baseline,2,53856,-892.6945
baseline,2,54432,-796.6402
baseline,2,54983,-631.12317
baseline,2,55558,-572.14417
baseline,2,56109,-509.3088
baseline,2,56684,-748.2683
baseline,2,57259,-863.20734
baseline,2,57762,-568.2076
baseline,2,58337,-557.9
baseline,2,58888,-363.6592
baseline,2,59463,-503.64825
baseline,2,60014,-585.6218
baseline,2,60588,-872.1492
baseline,2,61164,-761.9121
baseline,2,61715,-599.64307
baseline,2,62290,-534.7093
baseline,2,62841,-486.31815
baseline,2,63416,-733.30457
baseline,2,63991,-873.9479
baseline,2,64494,-536.3199
baseline,2,65069,-539.63086
baseline,2,65620,-369.4352
baseline,2,66195,-499.76675
baseline,2,66746,-590.8692
baseline,2,67320,-859.5586
baseline,2,67896,-758.03754
baseline,2,68447,-612.7974
baseline,2,69022,-548.7329
baseline,2,69573,-495.4394
baseline,2,70148,-740.0512
baseline,2,70723,-857.2057
baseline,2,71226,-553.7956
baseline,2,71801,-545.79596
baseline,2,72352,-380.4219
baseline,2,72927,-510.46432
baseline,2,73478,-571.818
baseline,2,74052,-876.4681
baseline,2,74628,-759.74225
baseline,2,75179,-604.2213
baseline,2,75754,-539.5682
baseline,2,76305,-474.82443
baseline,2,76880,-740.1561
baseline,2,77455,-846.6669
baseline,2,77958,-553.54645
baseline,2,78533,-551.0433
baseline,2,79084,-386.6215
baseline,2,79659,-529.1251
baseline,2,80210,-588.6779
baseline,2,80784,-857.165
baseline,2,81360,-771.09436
baseline,2,81911,-603.5573
baseline,2,82486,-545.95416
baseline,2,83037,-487.75076
baseline,2,83612,-740.5482
baseline,2,84187,-858.0505
baseline,2,84690,-555.1861
baseline,2,85265,-557.5041
baseline,2,85816,-377.64102
baseline,2,86391,-520.97144
baseline,2,86942,-603.8658
baseline,2,87516,-876.919
baseline,2,88092,-771.54926
baseline,2,88643,-596.5037
baseline,2,89218,-539.8286
baseline,2,89769,-493.6503
baseline,2,90344,-742.02985
baseline,2,90919,-862.03625
baseline,2,91422,-545.55194
baseline,2,91997,-554.94653
baseline,2,92548,-365.96924
baseline,2,93123,-526.6896
baseline,2,93674,-580.66345
baseline,2,94248,-885.2275
baseline,2,94824,-767.788
baseline,2,95375,-601.9119
baseline,2,95950,-546.28925
baseline,2,96501,-488.66705
baseline,2,97076,-740.6495
baseline,2,97651,-850.6312
baseline,2,98154,-556.9582
baseline,2,98729,-537.01697
baseline,2,99280,-374.8454
baseline,2,99855,-518.7229
baseline,2,100406,-592.2279
baseline,2,100980,-891.2974
baseline,2,101556,-771.0061
baseline,2,102107,-593.9168
baseline,2,102682,-538.8058
baseline,2,103233,-487.18222
baseline,2,103808,-741.2833
baseline,2,104383,-863.1952
baseline,2,104886,-550.3139
baseline,2,105461,-545.9251
baseline,2,106012,-377.66226
baseline,2,106587,-529.9336
baseline,2,107138,-609.103
baseline,2,107712,-882.80237
baseline,2,108288,-762.2689
baseline,2,108839,-601.6766
baseline,2,109414,-536.55255
baseline,2,109965,-501.18463
baseline,2,110540,-746.3809
baseline,2,111115,-848.34344
baseline,2,111618,-543.5067
baseline,2,112193,-554.98474
baseline,2,112744,-378.77664
baseline,2,113319,-523.01086
baseline,2,113870,-611.25836
baseline,2,114444,-893.9709
baseline,2,115020,-760.0455
baseline,2,115571,-592.7774
baseline,2,116146,-552.65625
baseline,2,116697,-479.6656
baseline,2,117272,-739.20605
baseline,2,117847,-847.8926
baseline,2,118350,-545.4163
baseline,2,118925,-559.9038
baseline,2,119476,-370.57883
baseline,2,120051,-517.0558
baseline,2,120602,-614.37225
baseline,2,121176,-878.8283
baseline,2,121752,-768.2892
baseline,2,122303,-585.93195
baseline,2,122878,-526.5829
baseline,2,123429,-476.13544
baseline,2,124004,-743.52783
baseline,2,124579,-848.581
baseline,2,125082,-553.3189
baseline,2,125657,-555.8914
baseline,2,126208,-381.87173
baseline,2,126783,-523.1813
baseline,2,127334,-595.14154
baseline,2,127908,-875.30054
baseline,2,128484,-778.5429
baseline,2,129035,-608.75684
baseline,2,129610,-569.53143
baseline,2,130161,-498.74695
baseline,2,130736,-735.6553
